Carine	1994	13.3468
Alban	1986	14.9056
Antonin	1986	15.4261
Ernest	1998	11.3508
Virginie	1984	15.3379
Guilhem	1998	14.1896
Nadia	1992	10.285
Baptiste	1969	19.6834
Mohamed	1982	10.2527
Didier	1974	18.4333
Carine	1995	12.6524
Caroline	1997	14.2574
Aymeric	1987	11.052
Tatiana	1991	16.7096
Vivien	1994	10.6304
Justine	1977	16.9174
Norbert	1973	12.3275
Aymeric	1969	10.2381
Mireille	1985	12.8055
Quentin	1978	14.673
Solange	1975	17.6026
Adeline	1972	11.0152
Jules	1993	13.7853
Raoul	1982	17.5224
Lilian	1982	11.338
Raymond	1969	12.6767
Agnan	1996	15.3296
Roland	1998	11.0799
Nadine	1980	12.5615
Jean	1989	12.7798
Mohamed	1977	18.4761
Laurence	1994	12.0596
Vanessa	1990	13.7221
Amandine	1986	15.0929
Anne	1973	11.1273
Christelle	1969	17.3712
Serge	1993	13.6185
Victor	1984	17.7236
Yannick	1996	12.6252
Marion	1974	13.1003
Catherine	1990	15.669
Sylvain	1998	13.3861
Gontran	1989	10.1786
Raoul	1982	10.5839
Nour	1985	15.3493
Corentin	1972	15.9021
Karim	1990	16.2077
Gilbert	1972	13.5509
Cyril	1993	11.0009
Gilles	1989	16.2304
Didier	1998	11.1495
Samuel	1983	18.6247
Naomi	1996	10.8255
Alban	1983	13.5877
Marc	1987	11.947
Xavier	1996	13.8296
Abdel	1987	13.9746
Roger	1977	16.4549
Samuel	1975	14.0014
Estelle	1985	16.7762
Gwenael	1996	10.0968
Daniel	1991	16.7421
Anis	1978	10.8153
Karim	1981	16.6825
Lucas	1972	15.7839
Yasmine	1985	12.5479
Georges	1977	17.3104
Apolline	1990	11.5192
Ludovic	1993	14.8766
Joachim	1992	11.6151
Maureen	1991	14.1062
Renaud	1991	11.3172
Ariane	1998	13.6845
Nathan	1976	19.4378
